video,id_i,id_j,frame,dist_min,dist_min_ratio,delta_acercamiento,delta_separacion,separandose,vel_i_antes,vel_j_antes,vel_i_desp,vel_j_desp,vel_max_antes,ratio_frenazo_i,ratio_frenazo_j,ratio_frenazo_min,angulo_i,angulo_j,angulo_max,n_frames_antes,n_frames_despues,label,confianza_etiqueta
Video Project 2.mp4,4,2,205,118.18469,0.6656684,13.47229,0.0,False,15.932394,0.6706167,15.396374,1.8249891,15.932394,0.9663566,2.7213595,0.9663566,0.0,0.0,0.0,3,0,0,confirmado antes
Video Project 2.mp4,4,2,217,72.764404,0.3938532,39.79339,0.0,False,6.237837,1.0539466,7.395884,1.1572808,6.237837,1.1856488,1.098045,1.098045,0.01978234,0.0,0.01978234,12,0,0,confirmado antes
video-interseccion-amsterdam.mp4,1,2,84,88.52784,0.8780261,107.33933,0.0,False,5.2250676,2.1442833,5.2690496,1.8801091,5.2250676,1.0084175,0.8768007,0.8768007,0.0,0.01978234,0.01978234,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,1,2,90,55.190994,0.5599444,93.379,0.0,False,5.187385,1.5867498,5.1358776,0.83061475,5.187385,0.99007064,0.52346927,0.52346927,0.0,0.0,0.0,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,5,6,121,50.059013,0.781986,139.54068,0.0,False,3.693369,5.897346,2.611828,6.6073484,5.897346,0.70716685,1.1203935,0.70716685,0.027976453,0.0,0.027976453,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,7,5,137,57.03374,0.89651835,32.04012,0.0,False,3.2195227,0.75131553,3.4952495,0.6027226,3.2195227,1.0856421,0.80222297,0.80222297,0.01978234,0.0,0.01978234,9,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,8,11,177,14.590117,0.4046866,27.398241,39.3204,True,1.5088751,4.2149544,4.448861,4.4526134,4.2149544,2.948462,1.0563847,1.0563847,8.871214,2.2494235,8.871214,7,7,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,8,10,303,0.498948,0.005413186,73.93644,0.0,False,7.3018866,2.9399068,7.5911913,8.311898,7.3018866,1.0396205,2.827266,1.0396205,0.0,0.0,0.0,9,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,16,20,357,51.673016,0.89233553,56.33653,0.0,False,0.3422314,3.1781313,0.17312236,2.8391483,3.1781313,0.5058635,0.89333886,0.5058635,0.0,0.0,0.0,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,23,25,397,41.292927,0.8711631,89.024185,0.0,False,3.969772,1.9790303,3.292266,2.5183785,3.969772,0.8293337,1.2725316,0.8293337,0.027976453,0.0,0.027976453,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,25,27,439,68.11385,0.8543966,156.4964,0.0,False,9.000076,2.529609,9.34295,2.580288,9.000076,1.0380968,1.0200343,1.0200343,0.0,0.0,0.0,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,19,31,464,40.26951,0.8762623,40.67644,0.0,False,0.4487964,3.4852998,0.55048513,3.4963253,3.4852998,1.226581,1.0031635,1.0031635,0.0,0.0,0.0,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,19,31,465,37.897182,0.81438404,45.131187,0.0,False,0.52490956,3.532772,0.54472697,3.4798086,3.532772,1.0377539,0.98500794,0.98500794,0.01978234,0.01978234,0.01978234,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,28,19,474,53.684326,0.81521744,105.20518,0.0,False,6.5817685,1.31872,6.973853,1.1860617,6.5817685,1.0595713,0.8994038,0.8994038,0.0,0.01978234,0.01978234,10,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,28,21,494,74.80798,0.7832495,145.49664,0.0,False,9.259809,0.8182528,9.631688,0.11734526,9.259809,1.0401607,0.14340954,0.14340954,0.01978234,0.0,0.01978234,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,28,21,495,64.060814,0.6688795,145.34529,0.0,False,9.4637985,0.40193877,9.9933,0.1117105,9.4637985,1.0559503,0.27792916,0.27792916,0.01978234,0.0,0.01978234,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,29,34,515,46.538597,0.8071977,86.4801,0.0,False,3.8215168,1.3623618,3.882017,1.2644461,3.8215168,1.0158315,0.928128,0.928128,0.0,0.0,0.0,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,29,21,541,72.86469,0.8428167,117.829704,0.0,False,5.311314,2.958985,5.4701753,2.2866447,5.311314,1.02991,0.77278006,0.77278006,0.01978234,0.01978234,0.01978234,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,29,32,576,57.772068,0.8373745,127.41925,0.0,False,9.542293,0.97057986,7.4036593,1.4956312,9.542293,0.7758785,1.5409666,0.7758785,0.0,0.0,0.0,13,1,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,37,21,591,57.220734,0.85628325,71.406364,0.0,False,3.0154886,1.703946,3.1303897,1.6109016,3.0154886,1.0381036,0.94539475,0.94539475,0.027976453,0.0,0.027976453,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,39,43,607,40.083492,0.8668884,70.379585,0.0,False,1.2451854,3.2737045,1.2518758,2.7463388,3.2737045,1.005373,0.8389086,0.8389086,0.0,0.0,0.0,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,37,39,631,51.533012,0.8410239,98.52724,0.0,False,4.145505,2.4930305,4.085559,2.2183824,4.145505,0.9855395,0.8898336,0.8898336,0.0,0.0,0.0,15,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,37,47,654,56.106728,0.8664613,52.714954,0.0,False,5.0489416,1.2961017,4.9854746,1.7010713,5.0489416,0.9874296,1.312452,0.9874296,0.0,0.0,0.0,13,0,0,segura (video sin choque)
video-interseccion-amsterdam.mp4,37,48,662,60.323524,0.8442036,129.54208,0.0,False,5.3747287,3.3813145,5.480282,3.1777358,5.3747287,1.0196388,0.93979305,0.93979305,0.01978234,0.0,0.01978234,15,0,0,segura (video sin choque)
video-trampa-mercado.mp4,2,11,83,559.9192,0.8341004,5.7530518,278.86108,True,12.969209,8.8296995,14.92727,13.628773,12.969209,1.1509777,1.5435148,1.1509777,0.8899944,5.178692,5.178692,3,15,0,segura (video sin choque)
video-trampa-mercado.mp4,11,10,190,321.71283,0.8902671,87.93515,0.0,False,5.5679793,2.75443,5.463922,2.861334,5.5679793,0.9813115,1.0388117,0.9813115,0.027976453,0.0,0.027976453,15,0,0,segura (video sin choque)
video-trampa-mercado.mp4,11,10,195,302.0135,0.8157093,66.27463,0.0,False,4.6672387,2.5616138,3.6433854,2.2787292,4.6672387,0.78062975,0.8895678,0.78062975,0.0,0.0,0.0,15,0,0,segura (video sin choque)
video-trampa-mercado.mp4,11,10,210,261.0952,0.7387636,38.80789,0.0,False,5.5973105,2.514522,5.8041954,3.1123395,5.5973105,1.0369614,1.237746,1.0369614,0.0,0.027976453,0.027976453,15,0,0,segura (video sin choque)
v1_NEGATIVO.mov,9,11,381,89.58688,0.8670705,30.064491,0.0,False,2.4697483,3.8168375,2.785546,4.8692923,3.8168375,1.1278664,1.27574,1.1278664,0.0,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v1_NEGATIVO.mov,9,11,395,75.50004,0.7817353,14.487274,0.0,False,2.141881,3.564185,1.9772141,4.6814365,3.564185,0.92312044,1.3134662,0.92312044,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v1_NEGATIVO.mov,9,11,407,62.924606,0.75624204,28.462132,0.0,False,3.1267633,4.641679,1.802665,3.6023138,4.641679,0.5765275,0.77607995,0.5765275,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v1_NEGATIVO.mov,12,14,411,259.9718,0.8106118,10.438507,0.0,False,13.200409,14.386002,20.446346,22.621881,14.386002,1.5489177,1.5724926,1.5489177,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v1_NEGATIVO.mov,1,7,435,233.26494,0.8648253,35.371872,0.0,False,0.4408181,5.7677293,0.2395672,8.4170885,5.7677293,0.5434604,1.4593418,0.5434604,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v1_NEGATIVO.mov,17,18,557,277.47208,0.8833622,93.77472,0.0,False,24.594128,29.412754,14.42915,22.750847,29.412754,0.58669084,0.77350277,0.58669084,0.01978234,0.0,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v1_NEGATIVO.mov,17,18,570,177.44563,0.6920928,121.21881,0.0,False,15.893799,26.36529,10.336902,20.574495,26.36529,0.6503733,0.78036296,0.6503733,0.01978234,0.0,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v1_NEGATIVO.mov,17,18,585,91.7491,0.43661648,58.152573,0.0,False,9.068654,13.354267,15.395891,21.415672,13.354267,1.6977041,1.6036576,1.6036576,0.0,0.0,0.0,6,0,0,segura (TU-DAT Negative_Videos)
v1_NEGATIVO.mov,1,24,869,232.97054,0.8978304,97.22165,0.0,False,4.0407977,8.689857,6.904752,13.931455,8.689857,1.7087595,1.6031858,1.6031858,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,7,19,125,114.01744,0.8981077,8.018272,0.0,False,4.7031536,1.7361646,5.1564198,2.0322347,4.7031536,1.096375,1.1705312,1.096375,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,3,17,132,99.95618,0.8918731,22.008514,0.0,False,3.717189,4.1194186,2.286757,3.6448398,4.1194186,0.6151845,0.8847947,0.6151845,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,1,3,136,99.1459,0.8686734,27.473686,0.0,False,1.2997224,3.262444,1.9141723,4.826478,3.262444,1.4727547,1.4794056,1.4727547,0.027976453,0.01978234,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,11,21,142,133.93863,0.8628549,50.643677,0.0,False,1.477506,6.7535954,0.6347601,5.8736687,6.7535954,0.42961589,0.8697099,0.42961589,0.0,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,1,3,150,70.03483,0.612219,27.102745,0.0,False,2.085171,4.826344,2.7592294,5.373782,4.826344,1.3232629,1.113427,1.113427,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,1,17,199,101.50406,0.89423144,12.310051,0.0,False,2.0735743,3.9547782,1.9177134,3.9662957,3.9547782,0.92483467,1.0029123,0.92483467,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,1,17,218,96.22443,0.89647925,5.422165,0.0,False,1.6256515,3.1216958,1.5133933,3.3879569,3.1216958,0.9309457,1.0852938,0.9309457,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,16,21,238,162.39357,0.8870568,25.603836,0.0,False,0.44166657,6.107636,0.3338864,5.2028136,6.107636,0.7559694,0.8518539,0.7559694,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,16,21,240,159.49751,0.8720719,28.864395,0.0,False,0.3338864,5.2028136,0.38151637,5.202798,5.2028136,1.1426531,0.99999696,0.99999696,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,2,3,242,81.08459,0.8908134,39.201897,0.0,False,0.95375985,4.025069,0.8181099,3.6710987,4.025069,0.8577735,0.91205853,0.8577735,0.0,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,5,6,246,83.70851,0.8759895,5.815674,0.0,False,3.2532454,2.4840713,3.8263109,3.1027803,3.2532454,1.176152,1.2490706,1.176152,0.0,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,5,6,257,76.2589,0.81054765,8.551483,0.0,False,3.0693388,2.5773525,3.4581473,2.9203994,3.0693388,1.126675,1.1331005,1.126675,0.0,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,5,6,270,71.445305,0.73928523,6.186287,0.0,False,3.7545385,3.3739982,3.2800486,3.1804273,3.7545385,0.8736223,0.9426286,0.8736223,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v10_NEGATIVO.mov,5,6,295,64.05031,0.6637043,5.438339,0.0,False,3.9882474,3.5286157,4.2771792,3.660485,3.9882474,1.0724459,1.0373714,1.0373714,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v11_NEGATIVO.mov,3,5,101,401.76483,0.76822793,118.3808,0.0,False,2.3933704,4.1605754,9.005995,5.4005113,4.1605754,3.7628922,1.2980202,1.2980202,0.01978234,0.027976453,0.027976453,4,0,0,segura (TU-DAT Negative_Videos)
v11_NEGATIVO.mov,5,3,115,306.28,0.6451781,86.88812,0.0,False,5.7303734,4.738959,5.8783402,6.133917,5.7303734,1.0258214,1.2943596,1.0258214,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v11_NEGATIVO.mov,5,3,120,288.2116,0.62249506,72.17319,0.0,False,4.134116,4.4755173,4.6284657,4.6892533,4.4755173,1.119578,1.0477567,1.0477567,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v11_NEGATIVO.mov,5,3,135,252.53157,0.595224,31.87027,0.0,False,4.2097654,5.199892,5.278908,6.4672904,5.199892,1.2539672,1.2437356,1.2437356,0.0,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v11_NEGATIVO.mov,5,6,136,354.83572,0.8926911,125.45471,0.0,False,2.7052124,5.108563,6.339443,9.166845,5.108563,2.343418,1.7944078,1.7944078,0.0,0.0,0.0,11,0,0,segura (TU-DAT Negative_Videos)
v11_NEGATIVO.mov,5,6,150,287.02444,0.7535765,79.38077,0.0,False,3.238065,3.1848247,3.66267,4.1925144,3.238065,1.1311293,1.3164035,1.1311293,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v11_NEGATIVO.mov,5,6,165,252.18922,0.72189355,34.78015,0.0,False,5.178196,7.141986,3.1916702,4.3310966,7.141986,0.6163672,0.6064275,0.6064275,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,1,2,21,242.83896,0.8720866,273.88232,0.0,False,25.136053,11.834396,24.080353,11.422337,25.136053,0.95800054,0.9651812,0.95800054,0.0,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,1,4,28,239.06604,0.5366107,322.54993,28.909424,True,17.338657,9.020799,24.080353,11.469436,17.338657,1.3888246,1.2714435,1.2714435,0.0,0.0,0.0,15,3,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,1,5,39,305.39084,0.83963037,257.2078,0.0,False,31.217075,7.341798,27.157438,6.2702518,31.217075,0.8699546,0.85404855,0.85404855,0.0,0.0,0.0,14,1,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,4,8,105,278.17194,0.8434551,316.06387,0.0,False,10.09713,18.480152,10.278518,19.124329,18.480152,1.0179642,1.0348577,1.0179642,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,5,11,123,270.8734,0.89463973,211.99438,0.0,False,4.694936,15.183158,6.0354676,20.06815,15.183158,1.2855272,1.3217375,1.2855272,0.0,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,11,9,121,172.41656,0.7065073,102.32587,4.15773,False,21.459785,1.8412771,16.753593,1.4922858,21.459785,0.78069717,0.81046236,0.78069717,0.0,0.01978234,0.01978234,12,3,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,5,6,135,214.47908,0.8688549,25.120667,0.0,False,4.2494006,2.4127474,6.233995,2.1774457,4.2494006,1.4670292,0.9024756,0.9024756,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,5,11,135,117.16842,0.4041031,195.6413,0.0,False,4.2494006,23.286207,6.233995,21.552141,23.286207,1.4670292,0.92553246,0.92553246,0.0,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v12_NEGATIVO.mov,6,8,135,297.94333,0.8901889,306.31552,0.0,False,2.4127474,29.985186,2.1774457,27.981907,29.985186,0.9024756,0.93319106,0.9024756,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v13_NEGATIVO.mov,1,2,57,256.1582,0.8132136,255.68527,0.0,False,16.777035,7.043293,20.242859,7.5477204,16.777035,1.2065815,1.0716181,1.0716181,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v13_NEGATIVO.mov,1,2,60,233.50282,0.7238571,229.24539,0.0,False,19.621386,6.8060513,21.869707,6.911201,19.621386,1.1145853,1.0154494,1.0154494,0.01978234,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v14_NEGATIVO.mov,1,9,94,228.08675,0.8648694,224.47359,0.0,False,5.450583,12.9498625,5.833746,12.638689,12.9498625,1.0702976,0.9759709,0.9759709,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v14_NEGATIVO.mov,8,9,126,144.73138,0.8634215,88.1539,0.0,False,0.31057265,7.937227,0.28132313,9.102205,7.937227,0.90582067,1.146774,0.90582067,0.0,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v14_NEGATIVO.mov,8,9,135,122.881615,0.7705503,60.238,0.0,False,0.35767165,4.6322765,0.42254534,5.138789,4.6322765,1.1813778,1.1093442,1.1093442,0.01978234,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v14_NEGATIVO.mov,1,12,177,289.41187,0.89238864,276.3713,0.0,False,1.1782023,13.1205225,1.1214128,16.59093,13.1205225,0.95179987,1.2645023,0.95179987,0.01978234,0.0,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v14_NEGATIVO.mov,1,12,180,251.21179,0.7798349,254.35483,0.0,False,1.3442632,19.138542,1.0095642,19.2945,19.138542,0.75101674,1.0081489,0.75101674,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v16_NEGATIVO.mov,3,6,31,57.635796,0.4486898,80.767654,0.0,False,14.063672,3.142235,7.76877,2.6386545,14.063672,0.5523998,0.8397381,0.5523998,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v19_NEGATIVO.mov,1,3,39,67.90812,0.894648,67.57589,0.0,False,2.3517492,3.0732837,2.6821816,3.4070573,3.0732837,1.140505,1.1086049,1.1086049,0.0,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v19_NEGATIVO.mov,1,3,52,59.000057,0.7692879,9.916016,0.0,False,2.371395,3.4070573,2.6702123,11.540839,3.4070573,1.126009,3.3873334,1.126009,0.0,0.0,0.0,3,0,0,segura (TU-DAT Negative_Videos)
v2_NEGATIVO.mov,3,5,130,636.2895,0.8103975,28.23816,157.8092,True,0.47018406,34.13091,0.13561259,14.944097,34.13091,0.2884245,0.43784642,0.2884245,150.77608,4.5602927,150.77608,4,11,0,segura (TU-DAT Negative_Videos)
v21_NEGATIVO.mov,3,5,129,369.14792,0.75694245,543.14795,0.0,False,5.3389974,31.394129,5.716174,35.801582,31.394129,1.0706456,1.140391,1.0706456,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v21_NEGATIVO.mov,3,5,135,300.02744,0.6780337,383.69794,0.0,False,5.2372913,15.998797,5.88301,7.8513174,15.998797,1.1232924,0.49074423,0.49074423,0.01978234,0.0,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v22_NEGATIVO.mov,1,5,91,123.71331,0.8856099,101.03827,0.0,False,1.8585348,4.496562,2.4307375,5.525029,4.496562,1.3078784,1.228723,1.228723,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v24_NEGATIVO.mov,1,2,19,101.59912,0.82956773,20.358154,24.142181,True,4.5870767,0.30114314,3.6504405,0.20706071,4.5870767,0.7958098,0.6875824,0.6875824,3.114516,162.32765,162.32765,15,12,0,segura (TU-DAT Negative_Videos)
v3_NEGATIVO.mov,1,3,18,116.27509,0.55435055,131.4457,32.57032,True,0.24642204,6.6651573,0.42330492,7.0429425,6.6651573,1.7178047,1.0566806,1.0566806,164.76918,17.840311,164.76918,15,13,0,segura (TU-DAT Negative_Videos)
v3_NEGATIVO.mov,1,5,149,287.54208,0.87805223,392.19043,0.0,False,0.23141828,31.361498,0.29965928,23.731512,31.361498,1.2948816,0.7567085,0.7567085,0.027976453,0.0,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v3_NEGATIVO.mov,1,5,150,284.94824,0.8701051,365.4954,0.0,False,0.27134416,34.007343,0.2963086,19.793905,34.007343,1.0920029,0.582048,0.582048,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v3_NEGATIVO.mov,4,5,221,136.67914,0.8996002,121.74187,0.0,False,0.32519785,10.199947,0.18153769,6.3499746,10.199947,0.5582377,0.6225498,0.5582377,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v3_NEGATIVO.mov,4,5,225,112.58904,0.74749017,114.4842,0.0,False,0.30407298,8.954547,0.31601757,9.342205,8.954547,1.039282,1.0432918,1.039282,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v38_NEGATIVO.mov,1,2,136,437.32117,0.8910336,110.39731,0.0,False,8.39475,0.22900607,8.193197,0.022157976,8.39475,0.97599065,0.09675716,0.09675716,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v38_NEGATIVO.mov,1,2,150,381.12158,0.81803334,62.7359,0.0,False,5.9319367,0.33544844,6.1497245,0.70892197,5.9319367,1.0367144,2.1133559,1.0367144,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v38_NEGATIVO.mov,1,2,165,336.84055,0.74171585,43.401825,0.0,False,7.4804654,0.34255445,5.526743,0.29483458,7.4804654,0.7388234,0.86069405,0.7388234,0.0,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v39_NEGATIVO.mov,2,6,31,433.23376,0.80226344,157.20483,0.0,False,0.091077305,11.991864,0.057159584,15.786408,11.991864,0.6275942,1.3164265,0.6275942,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v39_NEGATIVO.mov,3,6,31,404.79092,0.78504807,120.47446,0.0,False,0.31734815,11.991864,0.35110718,15.786408,11.991864,1.1063786,1.3164265,1.1063786,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v39_NEGATIVO.mov,2,3,45,207.42744,0.8049825,10.235962,0.0,False,3.1588614,0.117050305,2.377086,0.17239204,3.1588614,0.7525135,1.472803,0.7525135,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v39_NEGATIVO.mov,2,6,45,262.10162,0.6108995,185.27298,0.0,False,3.1588614,24.049042,2.377086,23.74114,24.049042,0.7525135,0.9871969,0.7525135,0.0,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v40_NEGATIVO.mov,2,4,171,387.97482,0.870651,253.31094,0.0,False,27.742207,7.8675323,28.257942,4.4524527,27.742207,1.0185903,0.56592745,0.56592745,0.01978234,0.0,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v40_NEGATIVO.mov,2,4,181,336.00943,0.7888226,135.45969,0.0,False,19.178541,4.065578,15.454116,4.0457106,19.178541,0.80580246,0.99511325,0.80580246,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v43_NEGATIVO.mov,1,2,48,380.84692,0.88572496,149.06763,0.0,False,12.57619,0.15910774,15.166193,0.12716149,12.57619,1.205945,0.7992162,0.7992162,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v43_NEGATIVO.mov,1,2,60,287.7889,0.63639736,116.02344,0.0,False,14.505372,0.102999166,18.321499,0.064538315,14.505372,1.2630837,0.62659067,0.62659067,0.027976453,0.0,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v43_NEGATIVO.mov,3,4,91,243.18233,0.8905605,66.01419,0.0,False,0.14595184,12.231393,0.28434724,17.00891,12.231393,1.9482265,1.3905946,1.3905946,0.0,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v43_NEGATIVO.mov,2,4,103,394.17398,0.85564727,150.70242,0.0,False,0.006565662,11.42167,0.0215362,13.27478,11.42167,3.280126,1.1622452,1.1622452,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v43_NEGATIVO.mov,2,4,105,364.3549,0.78155917,172.76175,0.0,False,0.0215362,13.27478,0.123323105,15.804083,13.27478,5.726317,1.1905345,1.1905345,0.0,0.027976453,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
